|HY_ID|num_fotos
343|6029949|10
344|6029996|9
345|6030021|5
346|6030022|5
347|6030023|5
348|6030024|5
349|6030029|5
350|6030030|5
351|6030032|5
352|6030035|4
353|6030061|3
354|6030062|3
355|6030067|3
356|6030068|3
357|6030121|1
358|6030158|7
359|6030159|4
360|6030160|5
361|6030161|9
362|6030162|3
363|6030165|10
364|6030166|3
365|6030167|7
366|6030169|4
367|6030201|10
368|6030218|6
369|6030219|7
370|6030220|7
371|6030221|7
372|6030222|7
373|6030224|7
374|6030226|3
375|6030227|4
376|6030229|10
377|6030230|8
378|6030232|3
379|6030233|6
380|6030234|7
381|6030236|4
382|6030237|8
383|6030238|6
384|6030239|5
385|6030242|5
386|6030243|3
387|6030246|9
388|6030247|4
389|6030248|3
390|6030249|6
391|6030252|4
392|6030253|5
393|6030255|3
394|6030260|10
395|6030265|2
396|6030266|1
397|6030275|7
398|6030276|7
399|6030277|7
400|6030278|7
401|6030279|7
402|6030284|4
403|6030285|5
404|6030286|4
405|6030287|3
406|6030294|2
407|6030295|6
408|6030296|2
409|6030297|3
410|6030299|9
411|6030304|5
412|6030313|7
413|6030315|4
414|6030317|6
415|6030318|9
416|6030319|6
417|6030320|7
418|6030321|10
419|6030323|7
420|6030324|1
421|6030326|3
422|6030327|1
423|6030329|10
424|6030330|4
425|6030331|10
426|6030334|4
427|6030335|4
428|6030337|3
429|6030340|6
430|6030343|4
431|6030344|5
432|6030346|3
433|6030350|3
434|6030351|5
435|6030353|1
436|6030358|1
437|6030359|1
438|6030361|3
439|6030364|4
440|6030365|6
441|6030374|3
442|6030376|8
443|6030378|3
444|6030381|2
445|6030389|8
446|6030444|9
447|6030456|3
448|6030457|3
449|6030458|8
450|6030459|7
451|6030460|7
452|6030461|7
453|6030462|7
454|6030463|7
455|6030464|7
456|6030465|7
457|6030466|6
458|6030467|10
459|6030468|10
460|6030469|7
461|6030487|5
462|6030489|5
463|6030491|5
464|6030493|5
465|6030495|5
466|6030496|4
467|6030497|4
468|6030500|4
469|6030501|4
470|6030504|4
471|6030510|4
472|6030517|6
473|6030518|6
474|6030519|6
475|6030520|6
476|6030521|7
477|6030522|6
478|6030523|10
479|6030524|6
480|6030525|6
481|6030526|6
482|6030527|7
483|6030531|6
484|6030558|10
485|6030559|10
486|6030563|4
487|6030566|3
488|6030567|3
489|6030628|3
490|6030629|3
491|6030630|3
492|6030631|3
493|6030633|6
494|6030634|4
495|6030639|3
496|6030640|3
497|6030642|5
498|6030643|5
499|6030649|10
500|6030650|9
501|6030651|10
502|6030652|6
503|6030653|4
504|6030658|4
505|6030659|7
506|6030660|3
507|6030661|1
508|6030662|10
509|6030665|3
510|6030678|10
511|6030679|10
512|6030701|10
513|6030702|10
514|6030703|10
515|6030704|10
516|6030705|10
517|6030706|10
518|6030707|10
519|6030709|10
520|6030752|3
521|6030773|10
522|6030774|5
523|6030775|3
524|6030776|2
525|6030777|3
526|6030778|4
527|6030779|4
528|6030780|2
529|6030781|6
530|6030782|9
531|6030783|5
532|6030803|4
533|6030804|3
534|6030805|3
535|6030838|5
536|6030866|5
537|6030867|6
538|6030868|3
539|6030869|8
540|6030870|5
541|6030871|5
542|6030872|1
543|6030874|10
544|6030875|10
545|6030876|10
546|6030877|10
547|6030878|10
548|6030901|8
549|6030902|5
550|6030903|6
551|6030904|5
552|6030907|9
553|6030908|7
554|6030909|8
555|6030910|4
556|6030911|6
557|6030912|10
558|6030914|7
559|6030918|5
560|6030919|2
561|6030920|5
562|6030921|6
563|6030923|6
564|6030925|7
565|6030926|7
566|6030927|6
567|6030930|5
568|6030931|8
569|6030937|9
570|6030939|8
571|6030940|7
572|6030942|6
573|6030953|8
574|6030957|4
575|6030959|6
576|6030963|8
577|6030964|4
578|6030965|5
579|6030966|7
580|6030967|8
581|6030969|6
582|6030970|10
583|6030972|4
584|6030973|10
585|6030974|7
586|6030996|10
587|6030997|9
588|6030999|6
589|6031000|6
590|6031002|7
591|6031004|6
592|6031005|5
593|6031007|5
594|6031008|6
595|6031011|10
596|6031030|10
597|6031031|5
598|6031034|8
599|6031041|8
600|6031071|7
601|6031073|8
602|6031077|5
603|6031079|9
604|6031080|8
605|6031081|8
606|6031082|9
607|6031083|9
608|6031084|7
609|6031086|9
610|6031087|9
611|6031088|8
612|6031090|9
613|6031092|9
614|6031093|9
615|6031094|8
616|6031095|9
617|6031099|8
618|6031102|9
619|6031103|4
620|6031104|3
621|6031105|4
622|6031106|3
623|6031107|3
624|6031108|3
625|6031109|2
626|6031112|3
627|6031113|3
628|6031116|1
629|6031117|1
630|6031118|1
631|6031119|1
632|6031120|1
633|6031121|1
634|6031122|1
635|6031123|1
636|6031124|1
637|6031125|1
638|6031126|1
639|6031127|1
640|6031128|1
641|6031129|1
642|6031133|5
643|6031137|10
644|6031139|10
645|6031143|8
646|6031144|4
647|6031147|4
648|6031151|5
649|6031171|8
650|6031196|10
651|6031197|9
652|6031199|10
653|6031200|10
654|6031206|4
655|6031210|10
656|6031222|4
657|6031224|5
658|6031232|3
659|6031234|10
660|6031238|4
661|6031239|4
662|6031240|4
663|6031242|9
664|6031243|9
665|6031245|10
666|6031250|10
667|6031253|9
668|6031254|7
669|6031255|10
670|6031256|10
671|6031257|7
672|6031258|7
673|6031260|3
674|6031263|2
675|6031264|9
676|6031271|6
677|6031272|10
678|6031273|5
679|6031274|3
680|6031275|10
681|6031276|10
682|6031280|10
683|6031281|4
684|6031283|10
685|6031284|10
686|6031285|3
687|6031286|3
688|6031287|2
689|6031288|2
690|6031289|2
691|6031290|2
692|6031291|2
693|6031292|2
694|6031293|2
695|6031294|2
696|6031295|2
697|6031296|2
698|6031297|3
699|6031298|2
700|6031299|10
701|6031300|10
702|6031301|10
703|6031302|2
704|6031303|2
705|6031311|9
706|6031312|9
707|6031313|9
708|6031321|8
709|6031327|2
710|6031328|2
711|6031329|2
712|6031330|9
713|6031336|10
714|6031341|8
715|6031349|7
716|6031350|6
717|6031351|6
718|6031352|6
719|6031353|6
720|6031354|6
721|6031355|6
722|6031356|6
723|6031358|6
724|6031359|6
725|6031362|10
726|6031363|10
727|6031366|10
728|6031367|10
729|6031368|10
730|6031369|10
731|6031370|10
732|6031371|10
733|6031372|10
734|6031373|10
735|6031375|10
736|6031376|8
737|6031380|10
738|6031389|4
739|6031396|4
740|6031397|3
741|6031398|3
742|6031399|3
743|6031400|3
744|6031401|3
745|6031402|3
746|6031403|3
747|6031404|3
748|6031405|3
749|6031406|10
750|6031407|10
751|6031501|10
752|6031502|3
753|6031503|5
754|6031507|7
755|6031510|4
756|6031519|9
757|6031520|4
758|6031521|4
759|6031522|5
760|6031523|5
761|6031524|5
762|6031525|5
763|6031526|5
764|6031528|5
765|6031529|9
766|6031530|9
767|6031531|8
768|6031538|4
769|6031544|4
770|6031545|3
771|6031547|3
772|6031549|3
773|6031550|3
774|6031551|3
775|6031552|3
776|6031553|3
777|6031554|3
778|6031555|3
779|6031556|3
780|6031557|3
781|6031559|3
782|6031560|3
783|6031561|3
784|6031562|3
785|6031593|8
786|6031598|4
787|6031605|3
788|6031611|3
789|6031615|2
790|6031616|2
791|6031617|2
792|6031618|2
793|6031626|1
794|6031627|1
795|6031628|10
796|6031629|5
797|6031630|3
798|6031638|6
799|6031656|10
800|6031658|10
801|6031666|10
802|6031680|7
803|6031691|3
804|6031692|3
805|6031700|10
806|6031706|7
807|6031712|6
808|6031720|7
809|6031721|10
810|6031722|7
811|6031723|9
812|6031730|5
813|6031734|1
814|6031743|1
815|6031744|4
816|6031746|5
817|6031747|4
818|6031748|5
819|6031749|4
820|6031750|4
821|6031751|4
822|6031753|4
823|6031755|6
824|6031758|5
825|6031767|2
826|6031774|5
827|6031778|2
828|6031779|5
829|6031780|3
830|6031784|5
831|6031785|7
832|6031796|3
833|6031797|4
834|6031798|10
835|6031804|8
836|6031805|9
837|6031811|7
838|6031815|6
839|6031818|6
840|6031819|5
841|6031820|5
842|6031822|3
843|6031823|3
844|6031826|3
845|6031830|7
846|6031831|5
847|6031835|3
848|6031836|2
849|6031837|5
850|6031846|5
851|6031847|1
852|6031849|5
853|6031850|10
854|6031851|4
855|6031852|3
856|6031857|10
857|6031860|3
858|6031863|2
859|6031864|5
860|6031865|3
861|6031866|10
862|6031871|3
863|6031872|3
864|6031877|4
865|6031882|3
866|6031884|4
867|6031886|4
868|6031895|2
869|6031896|4
870|6031906|1
871|6031907|1
872|6031908|1
873|6031909|1
874|6031910|1
875|6031911|1
876|6031933|3
877|6031939|10
878|6031940|10
879|6031941|1
880|6031943|5
881|6031944|2
882|6031945|2
883|6031946|2
884|6031947|2
885|6031948|3
886|6031949|2
887|6031950|2
888|6031951|1
889|6031952|1
890|6031953|3
891|6031954|6
892|6031955|6
893|6031956|10
894|6031957|4
895|6031961|4
896|6031965|10
897|6031966|3
898|6031968|3
899|6031971|3
900|6031975|5
901|6031977|4
902|6031978|6
903|6031984|3
904|6031985|5
905|6031986|8
906|6031987|8
907|6031988|8
908|6031990|3
909|6031991|3
910|6031992|8
911|6031993|10
912|6031994|9
913|6031995|5
914|6031997|7
915|6032001|8
916|6032003|1
917|6032005|4
918|6032007|7
919|6032010|4
920|6032011|7
921|6032012|6
922|6032014|4
923|6032025|3
924|6032026|8
925|6032033|9
926|6032035|5
927|6032042|2
928|6032046|5
929|6032048|4
930|6032051|5
931|6032053|10
932|6032061|7
933|6032063|3
934|6032070|6
935|6032071|8
936|6032081|10
937|6032082|1
938|6032083|2
939|6032088|10
940|6032090|10
941|6032093|3
942|6032099|5
943|6032102|10
944|6032104|3
945|6032107|1
946|6032108|10
947|6032109|3
948|6032110|6
949|6032112|10
950|6032117|10
951|6032118|6
952|6032130|10
953|6032132|7
954|6032137|7
955|6032141|7
956|6032143|6
957|6032144|4
958|6032147|9
959|6032156|6
960|6032158|6
961|6032159|6
962|6032161|3
963|6032163|9
964|6032168|10
965|6032171|6
966|6032176|5
967|6032177|7
968|6032186|6
969|6032194|7
970|6032216|8
971|6032230|10
972|6032245|10
973|6032246|8
974|6032248|10
975|6032250|4
976|6032251|10
977|6032253|5
978|6032270|10
979|6032274|10
980|6032275|9
981|6032276|10
982|6032277|2
983|6032278|7
984|6032279|8
985|6032281|8
986|6032283|9
987|6032287|7
988|6032319|6
989|6032342|8
990|6032343|5
991|6032345|6
992|6032348|3
993|6032354|4
994|6032355|4
995|6032367|10
996|6032368|8
997|6032369|8
998|6032371|2
999|6032372|3
1000|6032373|8
1001|6032374|8
1002|6032375|8
1003|6032378|5
1004|6032382|2
1005|6032384|1
1006|6032385|1
1007|6032386|1
1008|6032387|3
1009|6032392|3
1010|6032409|3
1011|6032411|1
1012|6032413|1
1013|6032421|1
1014|6032422|1
1015|6032429|1
1016|6032436|1
1017|6032613|6
1018|6032616|10
1019|6032621|8
1020|6032627|10
1021|6032628|4
1022|6032632|8
1023|6032633|7
1024|6032634|5
1025|6032635|10
1026|6032636|10
1027|6032639|5
1028|6032641|3
1029|6032654|2
1030|6032655|2
1031|6032656|10
1032|6032678|1
1033|6032679|1
1034|6032683|1
1035|6032685|1
1036|6032688|1
1037|6032691|1
1038|6032692|1
1039|6032697|1
1040|6032705|10
1041|6032706|7
1042|6032708|3
1043|6032710|4
1044|6032711|4
1045|6032712|4
1046|6032713|4
1047|6032724|8
1048|6032743|2
1049|6032744|2
1050|6032746|2
1051|6032805|8
1052|6032806|7
1053|6032807|3
1054|6032808|3
1055|6032810|10
1056|6032846|7
1057|6032869|10
1058|6032873|4
1059|6032875|3
1060|6032877|4
1061|6032878|4
1062|6032884|3
1063|6032885|3
1064|6032887|3
1065|6032889|6
1066|6032899|3
1067|6032901|10
1068|6032916|10
1069|6032922|2
1070|6032923|6
1071|6032924|6
1072|6032934|6
1073|6032951|10
1074|6032952|8
1075|6032954|7
1076|6032979|3
1077|6032980|3
1078|6032984|3
1079|6033017|10
1080|6033049|7
1081|6033050|7
1082|6033052|6
1083|6033054|10
1084|6033067|4
1085|6033070|6
1086|6033074|4
1087|6033075|2
1088|6033076|2
1089|6033083|3
1090|6033084|3
1091|6033085|3
1092|6033087|10
1093|6033089|6
1094|6033091|9
1095|6033094|6
1096|6033095|10
1097|6033102|5
1098|6033105|9
1099|6033108|10
1100|6033177|3
1101|6033214|1
1102|6033233|8
1103|6033237|3
1104|6033238|10
1105|6033239|10
1106|6033240|10
1107|6033241|10
1108|6033243|10
1109|6033245|10
1110|6033247|10
1111|6033248|10
1112|6033249|10
1113|6033250|7
1114|6033251|7
1115|6033252|10
1116|6033253|10
1117|6033261|6
1118|6033264|2
1119|6033265|2
1120|6033266|2
1121|6033267|2
1122|6033268|3
1123|6033269|2
1124|6033270|2
1125|6033271|3
1126|6033273|4
1127|6033275|10
1128|6033276|10
1129|6033277|10
1130|6033278|10
1131|6033279|10
1132|6033280|10
1133|6033281|10
1134|6033282|10
1135|6033283|10
1136|6033284|10
1137|6033285|10
1138|6033291|10
1139|6033293|10
1140|6033300|2
1141|6033301|9
1142|6033304|4
1143|6033307|7
1144|6033311|1
1145|6033315|9
1146|6033316|1
1147|6033317|2
1148|6033319|1
1149|6033321|1
1150|6033339|5
1151|6033340|2
1152|6033341|2
1153|6033342|2
1154|6033343|2
1155|6033344|2
1156|6033346|2
1157|6033347|2
1158|6033348|3
1159|6033350|2
1160|6033351|2
1161|6033353|2
1162|6033355|1
1163|6033357|1
1164|6033358|1
1165|6033360|3
1166|6033361|1
1167|6033377|6
1168|6033399|10
1169|6033400|4
1170|6033442|2
1171|6033444|10
1172|6033447|9
1173|6033452|5
1174|6033468|5
1175|6033469|5
1176|6033470|5
1177|6033471|5
1178|6033478|5
1179|6033499|3
1180|6033500|3
1181|6033501|3
1182|6033502|3
1183|6033503|3
1184|6033506|3
1185|6033507|3
1186|6033509|3
1187|6033510|2
1188|6033526|7
1189|6033570|5
1190|6033593|6
1191|6033594|6
1192|6033596|4
1193|6033602|6
1194|6033613|4
1195|6033621|5
1196|6033625|7
1197|6033626|7
1198|6033627|9
1199|6033628|5
1200|6033630|6
1201|6033631|10
1202|6033635|3
1203|6033636|10
1204|6033637|5
1205|6033642|3
1206|6033643|4
1207|6033644|6
1208|6033646|5
1209|6033647|3
1210|6033648|5
1211|6033649|4
1212|6033651|2
1213|6033652|8
1214|6033653|10
1215|6033660|3
1216|6033665|7
1217|6033666|7
1218|6033676|1
1219|6033678|6
1220|6033679|6
1221|6033680|2
1222|6033681|10
1223|6033682|10
1224|6033684|3
1225|6033688|4
1226|6033693|4
1227|6033695|6
1228|6033698|6
1229|6033701|10
1230|6033704|1
1231|6033705|1
1232|6033707|2
1233|6033708|1
1234|6033709|1
1235|6033710|4
1236|6033712|3
1237|6033713|4
1238|6033714|4
1239|6033715|5
1240|6033716|5
1241|6033717|2
1242|6033720|6
1243|6033721|5
1244|6033723|4
1245|6033724|4
1246|6033725|2
1247|6033726|4
1248|6033730|1
1249|6033731|4
1250|6033734|1
1251|6033735|5
1252|6033737|3
1253|6033739|7
1254|6033745|5
1255|6033748|3
1256|6033752|7
1257|6033760|4
1258|6033767|2
1259|6033768|2
1260|6033769|2
1261|6033770|2
1262|6033786|2
1263|6033810|9
1264|6033835|3
1265|6033836|3
1266|6033837|4
1267|6033839|7
1268|6033841|8
1269|6033842|7
1270|6033843|7
1271|6033844|7
1272|6033846|10
1273|6033847|10
1274|6033848|10
1275|6033849|7
1276|6033856|3
1277|6033862|5
1278|6033863|5
1279|6033864|5
1280|6033866|5
1281|6033867|5
1282|6033868|5
1283|6033870|5
1284|6033876|4
1285|6033877|4
1286|6033881|4
1287|6033887|4
1288|6033889|4
1289|6033907|6
1290|6033910|7
1291|6033911|7
1292|6033912|6
1293|6033913|7
1294|6033944|10
1295|6033945|10
1296|6033953|4
1297|6033954|3
1298|6034033|3
1299|6034045|10
1300|6034047|9
1301|6034049|4
1302|6034052|5
1303|6034053|10
1304|6034054|2
1305|6034055|4
1306|6034056|2
1307|6034057|3
1308|6034059|4
1309|6034063|5
1310|6034066|3
1311|6034078|10
1312|6034079|10
1313|6034099|10
1314|6034100|10
1315|6034101|10
1316|6034102|10
1317|6034103|10
1318|6034104|10
1319|6034105|10
1320|6034157|3
1321|6034158|3
1322|6034159|3
1323|6034160|3
1324|6034161|3
1325|6034166|3
1326|6034168|3
1327|6034176|4
1328|6034177|10
1329|6034178|2
1330|6034179|2
1331|6034180|3
1332|6034181|3
1333|6034182|3
1334|6034183|4
1335|6034184|3
1336|6034186|4
1337|6034192|4
1338|6034196|2
1339|6034207|5
1340|6034208|4
1341|6034209|3
1342|6034210|4
1343|6034211|5
1344|6034214|6
1345|6034216|4
1346|6034222|3
1347|6034235|6
1348|6034243|6
1349|6034245|6
1350|6034270|2
1351|6034271|1
1352|6034272|1
1353|6034273|2
1354|6034274|10
1355|6034296|6
1356|6034297|10
1357|6034298|2
1358|6034299|9
1359|6034300|8
1360|6034301|10
1361|6034303|8
1362|6034304|10
1363|6034305|7
1364|6034306|9
1365|6034309|5
1366|6034310|9
1367|6034311|10
1368|6034313|5
1369|6034314|7
1370|6034316|6
1371|6034319|6
1372|6034321|10
1373|6034322|10
1374|6034323|10
1375|6034324|3
1376|6034325|4
1377|6034326|4
1378|6034327|9
1379|6034332|9
1380|6034334|9
1381|6034335|7
1382|6034336|5
1383|6034337|6
1384|6034338|10
1385|6034339|6
1386|6034341|6
1387|6034344|9
1388|6034345|6
1389|6034346|5
1390|6034348|7
1391|6034349|3
1392|6034354|7
1393|6034368|3
1394|6034370|6
1395|6034371|5
1396|6034376|4
1397|6034377|4
1398|6034409|5
1399|6034410|5
1400|6034442|5
1401|6034445|8
1402|6034451|8
1403|6034452|6
1404|6034454|9
1405|6034455|9
1406|6034456|8
1407|6034459|8
1408|6034460|9
1409|6034461|9
1410|6034463|9
1411|6034468|5
1412|6034474|10
1413|6034475|2
1414|6034476|2
1415|6034481|3
1416|6034482|10
1417|6034484|6
1418|6034485|2
1419|6034486|2
1420|6034487|3
1421|6034493|1
1422|6034494|1
1423|6034495|1
1424|6034496|1
1425|6034497|1
1426|6034498|1
1427|6034499|1
1428|6034500|1
1429|6034501|3
1430|6034502|1
1431|6034503|1
1432|6034504|1
1433|6034505|1
1434|6034506|1
1435|6034507|1
1436|6034508|1
1437|6034509|1
1438|6034510|1
1439|6034511|1
1440|6034512|1
1441|6034517|4
1442|6034519|4
1443|6034520|5
1444|6034527|10
1445|6034529|7
1446|6034530|6
1447|6034531|8
1448|6034532|4
1449|6034556|7
1450|6034561|8
1451|6034596|10
1452|6034598|10
1453|6034603|10
1454|6034606|4
1455|6034612|10
1456|6034619|2
1457|6034620|3
1458|6034629|3
1459|6034644|10
1460|6034656|10
1461|6034657|10
1462|6034658|9
1463|6034661|9
1464|6034662|9
1465|6034663|2
1466|6034664|2
1467|6034666|4
1468|6034668|3
1469|6034670|4
1470|6034671|3
1471|6034673|10
1472|6034674|10
1473|6034675|10
1474|6034676|10
1475|6034677|10
1476|6034678|10
1477|6034679|10
1478|6034680|10
1479|6034681|10
1480|6034682|3
1481|6034683|3
1482|6034684|7
1483|6034685|7
1484|6034686|4
1485|6034687|5
1486|6034688|4
1487|6034698|8
1488|6034699|7
1489|6034700|7
1490|6034701|8
1491|6034703|8
1492|6034704|4
1493|6034705|4
1494|6034706|4
1495|6034707|8
1496|6034709|5
1497|6034710|10
1498|6034711|10
1499|6034712|10
1500|6034713|10
1501|6034714|10
1502|6034715|9
1503|6034724|8
1504|6034727|2
1505|6034728|2
1506|6034730|2
1507|6034732|2
1508|6034733|2
1509|6034734|2
1510|6034736|7
1511|6034737|7
1512|6034738|7
1513|6034739|7
1514|6034747|7
1515|6034748|7
1516|6034777|6
1517|6034803|6
1518|6034825|9
1519|6034826|2
1520|6034829|7
1521|6034831|5
1522|6034837|3
1523|6034838|8
1524|6034843|3
1525|6034844|9
1526|6034845|6
1527|6034847|9
1528|6034848|10
1529|6034849|10
1530|6034851|6
1531|6034854|5
1532|6034855|8
1533|6034856|7
1534|6034859|10
1535|6034860|4
1536|6034861|10
1537|6034867|5
1538|6034871|4
1539|6034872|8
1540|6034896|5
1541|6034897|9
1542|6034907|3
1543|6034926|10
1544|6034927|3
1545|6034928|5
1546|6034932|8
1547|6034934|7
1548|6034935|9
1549|6034936|7
1550|6034939|10
1551|6034940|7
1552|6034941|10
1553|6034943|4
1554|6034944|8
1555|6034945|10
1556|6034947|8
1557|6034950|8
1558|6034954|10
1559|6034955|10
1560|6034956|8
1561|6034957|10
1562|6034960|1
1563|6034961|7
1564|6034965|8
1565|6034969|1
1566|6034971|10
1567|6034972|1
1568|6034974|7
1569|6034975|7
1570|6034977|10
1571|6034978|10
1572|6034985|10
1573|6034987|10
1574|6034990|2
1575|6034991|2
1576|6034992|2
1577|6034993|2
1578|6034994|2
1579|6034995|2
1580|6034996|2
1581|6034997|2
1582|6034998|2
1583|6034999|2
1584|6035000|2
1585|6035001|2
1586|6035002|10
1587|6035003|10
1588|6035009|9
1589|6035010|9
1590|6035012|9
1591|6035013|8
1592|6035014|10
1593|6035024|3
1594|6035025|2
1595|6035026|2
1596|6035027|4
1597|6035028|3
1598|6035031|2
1599|6035032|2
1600|6035034|10
1601|6035035|2
1602|6035036|2
1603|6035046|8
1604|6035050|7
1605|6035052|6
1606|6035055|6
1607|6035056|6
1608|6035057|6
1609|6035058|6
1610|6035059|5
1611|6035060|6
1612|6035062|6
1613|6035063|6
1614|6035064|6
1615|6035065|6
1616|6035066|10
1617|6035068|10
1618|6035070|10
1619|6035071|10
1620|6035072|10
1621|6035073|10
1622|6035074|10
1623|6035075|10
1624|6035078|10
1625|6035079|10
1626|6035081|10
1627|6035082|10
1628|6035085|1
1629|6035086|1
1630|6035087|1
1631|6035088|3
1632|6035090|3
1633|6035096|10
1634|6035098|2
1635|6035099|2
1636|6035100|2
1637|6035101|2
1638|6035102|4
1639|6035103|4
1640|6035104|4
1641|6035105|4
1642|6035106|4
1643|6035107|4
1644|6035108|4
1645|6035109|4
1646|6035114|10
1647|6035116|3
1648|6035118|3
1649|6035119|3
1650|6035120|3
1651|6035121|10
1652|6035122|10
1653|6035128|4
1654|6035195|4
1655|6035211|10
1656|6035226|4
1657|6035230|5
1658|6035234|9
1659|6035237|5
1660|6035238|5
1661|6035239|5
1662|6035249|4
